38.00,2003.00,1975.00,2,1,12,0.00,0.00,0.00,5.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,3.00
38.00,2003.00,1975.00,2,2,13,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,7.00
38.00,2004.00,1975.00,2,1,39,0.00,0.00,2.00,7.00,0.00,0.00,3.00,3.00,10.00,0.00,0.00,0.00,3.00,11.00
38.00,2004.00,1975.00,2,2,22,0.00,0.00,0.00,6.00,0.00,1.00,1.00,2.00,8.00,0.00,0.00,0.00,1.00,3.00
38.00,2005.00,1975.00,2,1,38,0.00,0.00,1.00,6.00,0.00,1.00,0.00,9.00,9.00,0.00,0.00,0.00,3.00,9.00
38.00,2005.00,1975.00,2,2,17,0.00,0.00,1.00,7.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,1.00,5.00
39.00,2000.00,1972.00,2,1,21,0.00,0.00,3.00,9.00,2.00,0.00,1.00,1.00,3.00,0.00,0.00,0.00,0.00,2.00
39.00,2000.00,1972.00,2,2,11,0.00,0.00,1.00,3.00,0.00,0.00,1.00,2.00,3.00,0.00,0.00,0.00,0.00,1.00
40.00,2002.00,1978.00,1,1,5,0.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
40.00,2002.00,1978.00,1,2,4,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
40.00,2003.00,1978.00,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
43.00,2001.00,1978.00,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
43.00,2001.00,1978.00,2,2,3,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
43.00,2003.00,1978.00,2,1,29,0.00,0.00,4.00,8.00,0.00,0.00,1.00,2.00,4.00,0.00,0.00,0.00,4.00,6.00
43.00,2003.00,1978.00,2,2,77,0.00,1.00,4.00,16.00,1.00,0.00,5.00,5.00,12.00,0.00,0.00,0.00,7.00,26.00
46.00,2000.00,1968.00,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
46.00,2000.00,1968.00,1,2,515,0.00,5.00,50.00,58.00,16.00,2.00,27.00,93.00,127.00,0.00,0.00,0.00,0.00,137.00
46.00,2001.00,1968.00,1,2,477,0.00,3.00,58.00,43.00,13.00,10.00,27.00,89.00,113.00,0.00,0.00,0.00,0.00,121.00
46.00,2002.00,1968.00,1,2,462,0.00,1.00,42.00,47.00,7.00,3.00,20.00,88.00,121.00,0.00,0.00,0.00,0.00,133.00
46.00,2003.00,1968.00,1,2,406,0.00,1.00,46.00,56.00,3.00,1.00,22.00,33.00,88.00,0.00,0.00,1.00,37.00,118.00
46.00,2004.00,1968.00,1,2,131,0.00,1.00,11.00,19.00,3.00,2.00,5.00,8.00,24.00,0.00,0.00,0.00,12.00,46.00
47.00,2000.00,1968.00,2,1,155,0.00,1.00,10.00,24.00,3.00,0.00,13.00,28.00,33.00,0.00,0.00,0.00,0.00,43.00
47.00,2000.00,1968.00,2,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
47.00,2001.00,1968.00,2,1,170,0.00,1.00,17.00,28.00,7.00,2.00,7.00,24.00,49.00,0.00,0.00,0.00,0.00,35.00
47.00,2002.00,1968.00,2,1,170,0.00,0.00,11.00,36.00,4.00,1.00,4.00,24.00,40.00,0.00,0.00,0.00,0.00,50.00
47.00,2003.00,1968.00,2,1,159,0.00,2.00,10.00,21.00,2.00,1.00,4.00,10.00,43.00,0.00,0.00,1.00,10.00,55.00
47.00,2004.00,1968.00,2,1,45,0.00,0.00,3.00,12.00,1.00,0.00,1.00,5.00,6.00,0.00,0.00,0.00,4.00,13.00
48.00,2000.00,1966.00,2,1,79,0.00,0.00,4.00,11.00,1.00,1.00,6.00,18.00,20.00,0.00,0.00,0.00,0.00,18.00
48.00,2000.00,1966.00,2,2,300,0.00,4.00,11.00,30.00,6.00,1.00,10.00,60.00,78.00,0.00,0.00,0.00,0.00,100.00
48.00,2001.00,1966.00,2,1,45,0.00,0.00,1.00,4.00,2.00,0.00,0.00,10.00,14.00,0.00,0.00,0.00,0.00,14.00
48.00,2001.00,1966.00,2,2,190,0.00,2.00,10.00,13.00,2.00,1.00,8.00,31.00,48.00,0.00,0.00,0.00,0.00,75.00
48.00,2002.00,1966.00,2,1,86,0.00,0.00,4.00,12.00,1.00,1.00,4.00,14.00,30.00,0.00,0.00,0.00,0.00,20.00
48.00,2002.00,1966.00,2,2,208,0.00,1.00,5.00,21.00,6.00,0.00,10.00,42.00,51.00,0.00,0.00,0.00,0.00,72.00
48.00,2003.00,1966.00,2,1,62,0.00,0.00,1.00,4.00,0.00,0.00,3.00,4.00,24.00,0.00,0.00,1.00,6.00,19.00
48.00,2003.00,1966.00,2,2,136,0.00,0.00,3.00,13.00,5.00,0.00,3.00,11.00,41.00,0.00,0.00,5.00,13.00,42.00
48.00,2004.00,1966.00,2,1,36,0.00,0.00,1.00,2.00,2.00,0.00,0.00,2.00,12.00,0.00,0.00,0.00,3.00,14.00
48.00,2004.00,1966.00,2,2,119,0.00,2.00,8.00,10.00,0.00,0.00,3.00,14.00,28.00,0.00,0.00,1.00,10.00,43.00
48.00,2005.00,1966.00,2,1,27,0.00,1.00,0.00,2.00,0.00,0.00,3.00,4.00,6.00,0.00,0.00,1.00,2.00,8.00
48.00,2005.00,1966.00,2,2,106,0.00,0.00,5.00,10.00,0.00,0.00,3.00,12.00,26.00,0.00,0.00,0.00,10.00,40.00
